Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,Q43A,Q44A,Q45A,Q46A,Q47A,Q48A,Q49A,Q50A,Q51A,Q52A,Q53A,Q54A,Q55A,Q56A,Q57A,Q58A,Q59A,Q60A,Q61A,Q62A,Q63A,Q64A,Q65A,Q66A,Q67A,Q68A,Q69A,Q70A,Q71A,Q72A,Q73A,Q74A,Q75A,Q76A,Q77A,Q78A,Q79A,Q80A,Q81A,Q82A,Q83A,Q84A,Q85A,Q86A,Q87A,Q88A,Q89A,Q90A,Q91A,gender,engnat,age,IE
5,5,1,5,2,2,5,2,1,3,2,2,3,3,2,2,4,5,2,2,4,4,3,5,5,5,1,5,2,2,3,5,2,2,4,5,4,4,3,3,1,3,4,1,1,4,2,2,4,2,2,1,1,1,3,1,2,1,3,1,1,4,5,1,5,1,1,1,1,5,1,5,3,2,5,2,4,2,5,4,2,1,2,2,2,1,3,4,4,4,3,2,2,35,2
